Id,listing_id,listing_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,is_monitoring_stream
327,L-000327,2008-05-17,0,1.0831679940199521,8,5,1719,1719,10846,15,15,3.5,2,2,0.24,2.05,1.66,0.0,6.12,5,Veenker,TwnhsE,1Story,Gd,Gd,Y,330000,0
259,L-000259,2008-05-18,0,0.6069244339516935,7,5,1792,963,12435,7,7,2.5,2,1,1.64,3.01,1.9,0.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,231900,0
1118,L-001118,2008-05-19,1,0.4761359425959716,5,7,894,894,9764,41,5,2.0,2,0,2.64,6.22,1.27,23700.0,6.12,5,Sawyer,1Fam,1Story,TA,Gd,Y,128500,0
425,L-000425,2008-05-19,0,0.615537149897056,6,5,1196,1196,9000,52,52,2.0,1,1,1.81,5.01,0.7,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,146600,0
195,L-000195,2008-05-19,0,0.5308280828082808,5,7,864,864,7180,36,36,1.0,1,0,2.08,4.05,1.8,0.0,6.12,5,CollgCr,1Fam,1Story,TA,TA,Y,127300,0
30,L-000030,2008-05-20,1,0.5590414756370614,4,6,520,520,6324,81,58,1.0,1,0,2.39,5.0,0.66,11800.0,6.12,5,BrkSide,1Fam,1Story,TA,Fa,N,69400,0
1361,L-001361,2008-05-20,1,0.4780353564815989,5,6,2601,612,9842,87,10,3.5,2,0,2.56,3.43,2.56,70200.0,6.12,5,SWISU,1Fam,2Story,TA,TA,Y,189300,0
1155,L-001155,2008-05-21,1,0.584080668287344,7,6,1820,864,13700,43,20,2.0,2,2,2.02,6.14,0.64,51200.0,6.12,5,NAmes,1Fam,2Story,TA,Gd,Y,203800,0
257,L-000257,2008-05-21,0,0.9106151376615824,6,5,1728,864,8791,5,5,2.5,2,0,0.71,1.82,1.02,0.0,6.12,5,Somerst,1Fam,2Story,Gd,Gd,Y,206900,0
457,L-000457,2008-05-25,1,0.41874592666996147,5,5,1344,624,4571,92,58,1.0,3,0,2.39,10.9,2.67,27900.0,6.12,5,OldTown,1Fam,2Story,TA,TA,N,102000,0
984,L-000984,2008-05-25,0,0.6003980539584254,8,5,2290,1128,11250,6,6,2.5,2,1,1.66,2.8,2.23,0.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,255700,0
1309,L-001309,2008-05-25,1,0.4280867539665061,5,7,1122,924,12000,60,3,2.0,2,0,3.1,5.73,1.73,55000.0,6.12,5,OldTown,1Fam,1Story,TA,Gd,Y,148700,0
1434,L-001434,2008-05-26,0,0.6666312963630572,6,5,1792,936,10261,8,8,3.5,2,1,1.23,4.59,1.33,0.0,6.12,5,Gilbert,1Fam,2Story,TA,TA,Y,181400,0
219,L-000219,2008-05-27,1,0.6654153526050249,7,9,1954,798,15660,69,2,2.0,2,2,1.47,3.2,1.12,51400.0,6.12,5,Crawfor,1Fam,1.5Fin,Gd,Gd,Y,307700,0
32,L-000032,2008-06-01,1,0.4473842783036856,5,6,1228,1228,8544,42,2,1.5,1,0,2.86,7.03,1.38,35900.0,6.07,6,Sawyer,1Fam,1Story,TA,Gd,Y,145100,0
812,L-000812,2008-06-02,0,0.5815346833130168,6,5,848,848,4438,4,4,2.0,2,1,1.76,2.49,2.95,0.0,6.07,6,CollgCr,TwnhsE,1Story,Gd,Gd,Y,147000,0
265,L-000265,2008-06-02,1,0.3338282787291232,5,5,764,680,5232,83,4,1.0,2,0,3.72,10.15,2.89,33000.0,6.07,6,OldTown,1Fam,1Story,TA,TA,N,73400,0
532,L-000532,2008-06-02,1,0.5566157745021467,6,8,1362,611,6155,88,9,2.0,2,0,2.76,4.87,0.46,40800.0,6.07,6,BrkSide,1Fam,2Story,TA,TA,Y,127800,0
1068,L-001068,2008-06-02,0,0.5955079027069888,6,6,1611,780,9760,44,44,2.5,2,0,2.04,5.52,0.58,0.0,6.07,6,NAmes,1Fam,2Story,TA,TA,Y,173000,0
491,L-000491,2008-06-03,0,0.3637569369680983,5,6,1304,264,2665,32,32,1.5,1,1,4.45,5.42,1.93,0.0,6.07,6,MeadowV,TwnhsE,2Story,TA,TA,Y,115800,0
174,L-000174,2008-06-03,0,0.5893212065908331,6,5,1362,1362,10197,47,47,2.5,2,1,2.17,4.08,0.71,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,157400,0
549,L-000549,2008-06-03,1,0.402234670778173,5,7,825,825,8235,53,13,2.0,2,0,3.31,6.41,1.92,31500.0,6.07,6,OldTown,1Fam,1Story,TA,TA,Y,126500,0
443,L-000443,2008-06-03,1,0.569044118326999,5,7,1573,1078,6240,78,16,2.0,2,1,2.19,5.78,0.65,31200.0,6.07,6,BrkSide,1Fam,1.5Fin,TA,TA,Y,166000,0
1367,L-001367,2008-06-04,0,0.5217582640892974,7,5,1790,873,9179,9,9,3.5,2,0,2.15,4.23,1.76,0.0,6.07,6,CollgCr,1Fam,2Story,Gd,Gd,Y,196100,0
1141,L-001141,2008-06-04,0,0.5410025546716806,5,7,952,952,7350,57,57,2.0,2,0,2.56,6.97,0.52,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,140700,0
567,L-000567,2008-06-04,1,1.1435284258034806,9,5,2504,1122,11198,3,1,2.5,3,1,0.19,1.49,1.93,143600.0,6.07,6,StoneBr,1Fam,2Story,Gd,Ex,Y,319800,0
618,L-000618,2008-06-04,0,0.5161117142771476,6,6,832,832,7227,54,54,1.0,2,0,2.69,5.53,0.78,0.0,6.07,6,NAmes,1Fam,1.5Unf,TA,Gd,Y,109400,0
184,L-000184,2008-06-05,0,0.3353335469084995,7,5,2082,1362,11426,5,5,2.5,2,0,4.27,7.68,2.41,0.0,6.07,6,OldTown,1Fam,1.5Fin,TA,Gd,Y,208900,0
161,L-000161,2008-06-05,0,1.032546739626083,6,6,1232,1232,11120,24,24,2.0,2,0,0.29,2.4,1.72,0.0,6.07,6,Veenker,1Fam,1Story,TA,TA,Y,164200,0
1093,L-001093,2008-06-05,1,0.4966881885606341,6,5,1694,1181,8400,83,58,2.0,2,1,2.53,3.21,2.17,53500.0,6.07,6,SWISU,1Fam,1.5Fin,TA,TA,Y,137400,0
473,L-000473,2008-06-05,0,0.45443817841835377,6,5,1072,547,3675,3,3,2.0,2,0,2.66,6.7,1.58,0.0,6.07,6,Edwards,TwnhsE,SLvl,TA,TA,Y,150600,0
40,L-000040,2008-06-06,0,0.45875634030863205,4,5,1152,0,6040,53,53,2.0,0,0,2.63,6.18,1.64,0.0,6.07,6,Edwards,Duplex,1Story,TA,Fa,N,83300,0
459,L-000459,2008-06-06,1,0.3781186628169091,8,7,1666,588,5100,83,12,1.0,1,1,3.21,6.06,3.3,102000.0,6.07,6,OldTown,1Fam,2Story,TA,Gd,Y,160500,0
470,L-000470,2008-06-06,0,0.5797921701179343,6,5,1710,832,9291,15,15,2.5,2,0,2.61,4.75,0.39,0.0,6.07,6,SawyerW,1Fam,2Story,Gd,Gd,Y,194400,0
831,L-000831,2008-06-07,0,0.5672915635208977,6,5,1392,1392,11900,51,51,2.5,2,2,2.42,3.66,0.79,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,168500,0
494,L-000494,2008-06-07,0,0.6734850762631641,5,6,1269,1269,7931,48,48,1.5,1,1,1.48,5.22,0.58,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,157300,0
1329,L-001329,2008-06-09,1,0.363381660365674,6,7,2792,1510,10440,88,58,2.0,2,2,4.5,4.45,2.34,166500.0,6.07,6,OldTown,1Fam,1.5Fin,Gd,TA,Y,256200,0
1021,L-001021,2008-06-10,0,0.473726812486425,4,5,1132,1132,7024,3,3,2.5,2,0,2.74,4.89,1.47,0.0,6.07,6,Edwards,1Fam,1Story,TA,Gd,Y,177000,0
826,L-000826,2008-06-10,1,1.2841118880863993,10,5,2084,2078,14803,1,0,3.0,3,1,0.19,0.59,1.32,111100.0,6.07,6,NridgHt,1Fam,1Story,Ex,Ex,Y,390500,0
1460,L-001460,2008-06-10,0,0.564628440508936,5,6,1256,1256,9937,43,43,2.5,1,0,1.59,6.16,1.76,0.0,6.07,6,Edwards,1Fam,1Story,Gd,TA,Y,148800,0
894,L-000894,2008-06-10,0,0.4886892068249892,5,5,1383,1383,13284,54,54,2.0,1,1,2.66,4.73,1.34,0.0,6.07,6,Sawyer,1Fam,1Story,TA,TA,Y,164200,0
552,L-000552,2008-06-11,0,0.36219651204542924,5,6,928,928,6000,51,51,1.0,1,0,3.51,7.86,2.57,0.0,6.07,6,OldTown,1Fam,1Story,TA,TA,Y,112000,0
266,L-000266,2008-06-11,0,0.6485412048521282,6,6,1422,1422,12090,27,27,2.0,2,1,1.42,4.33,1.12,0.0,6.07,6,NWAmes,1Fam,1Story,TA,Gd,Y,169700,0
1310,L-001310,2008-06-11,0,0.5494897743135292,6,5,1294,1278,7153,17,17,3.0,2,0,2.67,5.99,0.46,0.0,6.07,6,SawyerW,1Fam,1Story,TA,Gd,Y,185300,0
1154,L-001154,2008-06-12,1,0.37709903874737566,6,8,816,816,5890,78,1,1.0,1,0,3.66,6.68,2.08,17900.0,6.07,6,IDOTRR,1Fam,1Story,Gd,TA,Y,118800,0
1355,L-001355,2008-06-13,0,0.6049152691151024,7,5,1865,992,10316,8,8,3.5,3,1,1.42,3.74,2.48,0.0,6.07,6,CollgCr,1Fam,2Story,Gd,Gd,Y,234000,0
842,L-000842,2008-06-14,1,0.3988119664524448,5,8,1539,650,10440,104,6,2.0,2,1,3.36,7.57,1.7,34300.0,6.07,6,OldTown,1Fam,2Story,TA,Gd,Y,162200,0
648,L-000648,2008-06-14,0,0.500732677412602,6,5,1094,1094,10452,55,55,1.0,2,2,2.5,4.62,1.38,0.0,6.07,6,Edwards,1Fam,1Story,TA,TA,Y,161600,0
435,L-000435,2008-06-15,0,0.43476491343089396,4,7,630,630,1890,36,36,2.0,0,0,3.14,6.22,1.42,0.0,6.07,6,MeadowV,Twnhs,SFoyer,TA,TA,Y,82300,0
630,L-000630,2008-06-16,0,0.586329375804678,6,5,1350,1248,9020,44,44,2.5,2,0,2.05,6.29,0.58,0.0,6.07,6,NAmes,1Fam,SLvl,TA,TA,Y,167900,0
424,L-000424,2008-06-17,0,1.0670254403131116,8,5,2630,1470,9200,10,10,3.5,3,1,0.4,1.0,1.92,0.0,6.07,6,NoRidge,1Fam,2Story,Gd,Gd,Y,309100,0
845,L-000845,2008-06-18,1,0.42982265306298034,5,8,1416,876,12665,93,58,1.5,3,1,2.57,8.03,2.18,38300.0,6.07,6,OldTown,1Fam,1.5Fin,TA,TA,Y,152700,0
839,L-000839,2008-06-19,1,0.5356391953618191,5,6,1099,1099,9525,13,2,1.5,1,0,1.72,4.89,2.61,41600.0,6.07,6,CollgCr,1Fam,1Story,TA,Gd,Y,148600,0
498,L-000498,2008-06-20,1,0.5734476128786827,7,6,1820,1026,9120,83,58,3.0,1,0,2.36,4.9,0.57,78500.0,6.07,6,BrkSide,1Fam,1.5Fin,TA,TA,Y,189800,0
19,L-000019,2008-06-20,0,0.6162753473792979,5,5,1114,1114,13695,4,4,2.5,2,0,2.04,4.64,0.51,0.0,6.07,6,SawyerW,1Fam,1Story,TA,Gd,Y,155700,0
1159,L-001159,2008-06-22,1,0.8645021117608837,8,5,1580,1580,11932,1,0,2.0,3,0,0.71,2.2,1.43,57800.0,6.07,6,Somerst,1Fam,1Story,Gd,Gd,Y,229600,0
622,L-000622,2008-06-23,1,0.6540649315247393,6,7,2614,1522,10800,34,11,2.5,2,1,1.32,5.46,1.06,74500.0,6.07,6,NWAmes,1Fam,2Story,TA,TA,Y,243200,0
654,L-000654,2008-06-24,1,0.40145338532435304,6,7,1469,756,10320,102,13,1.0,1,0,3.2,6.44,2.12,55200.0,6.07,6,IDOTRR,1Fam,1.5Fin,TA,TA,Y,140300,0
1111,L-001111,2008-06-24,1,0.6291208275090291,6,5,1658,773,8000,13,12,3.5,2,1,1.26,5.01,1.9,51600.0,6.07,6,Gilbert,1Fam,2Story,TA,TA,Y,184400,0
1415,L-001415,2008-06-24,1,0.47954878623833397,6,7,1848,833,13053,85,8,1.5,2,1,3.43,7.66,0.53,79700.0,6.07,6,BrkSide,1Fam,1.5Fin,TA,Gd,Y,210200,0
593,L-000593,2008-06-24,1,0.564572746435385,5,8,816,816,6600,26,5,2.0,2,0,2.01,4.35,1.16,23900.0,6.07,6,Mitchel,1Fam,1Story,TA,TA,Y,133800,0
785,L-000785,2008-06-25,1,0.4414550686480511,6,6,1484,742,6300,94,7,2.0,0,1,2.36,7.91,2.42,39500.0,6.07,6,OldTown,1Fam,2.5Unf,TA,TA,Y,133100,0
1316,L-001316,2008-06-26,0,0.6113199134134731,6,5,2112,952,11075,39,39,2.5,2,2,1.89,5.07,0.64,0.0,6.07,6,NAmes,1Fam,2Story,TA,TA,Y,212600,0
123,L-000123,2008-06-27,0,0.5821182343084408,6,7,1080,1080,9464,50,50,1.0,1,0,2.2,5.27,0.58,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,134600,0
821,L-000821,2008-06-27,0,0.5541616127126099,7,5,1640,798,7226,5,5,2.5,2,0,1.81,3.81,2.18,0.0,6.07,6,CollgCr,1Fam,2Story,Gd,Gd,Y,181100,0
428,L-000428,2008-07-01,0,0.6391417138583524,4,6,907,907,8593,51,51,1.0,1,0,1.97,3.49,0.57,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,111200,0
700,L-000700,2008-07-01,0,0.937347639637716,7,5,1391,1391,4282,4,4,2.0,2,0,0.56,1.75,1.62,0.0,6.02,7,Somerst,TwnhsE,1Story,Gd,Gd,Y,197800,0
733,L-000733,2008-07-01,1,0.538556630487582,7,5,2031,1153,11404,10,9,2.5,2,1,1.65,5.11,2.78,72700.0,6.02,7,CollgCr,1Fam,2Story,Gd,Gd,Y,226500,0
362,L-000362,2008-07-01,1,0.5450639104485259,5,5,1505,883,9144,68,26,2.0,1,0,2.36,6.15,0.69,34200.0,6.02,7,BrkSide,1Fam,1.5Fin,TA,TA,Y,148400,0
818,L-000818,2008-07-01,0,0.5952133320706131,8,5,1689,1568,13265,6,6,3.0,3,2,2.02,4.34,0.76,0.0,6.02,7,Mitchel,1Fam,1Story,Gd,Gd,Y,271400,0
1436,L-001436,2008-07-01,1,0.6288541250649541,6,9,1537,1319,8400,46,3,2.5,2,1,1.89,4.68,0.54,33200.0,6.02,7,NAmes,1Fam,1Story,Gd,Gd,Y,176800,0
1160,L-001160,2008-07-01,0,0.6621996556869684,6,6,1876,901,9120,34,34,2.5,2,1,1.44,3.12,1.29,0.0,6.02,7,NWAmes,1Fam,2Story,Gd,Gd,Y,187100,0
334,L-000334,2008-07-02,0,1.352228267279263,7,5,1358,1358,8198,4,4,3.0,2,1,0.15,0.39,1.44,0.0,6.02,7,NridgHt,TwnhsE,1Story,Gd,Gd,Y,211100,0
431,L-000431,2008-07-02,0,0.4240953631771382,6,5,987,483,1680,37,37,1.5,1,0,2.76,7.65,1.99,0.0,6.02,7,BrDale,Twnhs,2Story,TA,TA,Y,88000,0
434,L-000434,2008-07-03,1,0.5579206936992159,6,5,1604,926,10839,11,10,2.5,2,1,1.52,6.49,2.18,54100.0,6.02,7,Gilbert,1Fam,2Story,TA,TA,Y,178100,0
981,L-000981,2008-07-03,1,0.5683752520446117,7,9,999,944,12122,47,1,2.0,2,0,2.11,5.81,0.73,36400.0,6.02,7,NAmes,1Fam,SFoyer,Ex,Ex,Y,179000,0
584,L-000584,2008-07-03,1,0.37199319283343446,10,9,2775,1237,13500,115,8,3.5,2,1,3.63,6.78,2.27,160200.0,6.02,7,OldTown,1Fam,2.5Unf,Ex,Gd,Y,313200,0
1241,L-001241,2008-07-04,0,0.5689828281740046,7,5,1768,884,8158,5,5,3.5,2,0,1.73,3.59,2.2,0.0,6.02,7,CollgCr,1Fam,2Story,Gd,Gd,Y,234000,0
1322,L-001322,2008-07-05,1,0.542396942912543,3,6,720,0,6627,59,58,1.0,1,0,2.36,8.76,0.55,24800.0,6.02,7,BrkSide,1Fam,1Story,TA,TA,N,72600,0
372,L-000372,2008-07-05,0,1.1663012312362961,4,4,1588,0,17120,49,49,2.0,2,1,0.47,1.1,0.21,0.0,6.02,7,ClearCr,1Fam,1.5Fin,TA,TA,Y,131800,0
210,L-000210,2008-07-05,0,0.5845712457723309,6,7,1092,1092,8250,44,44,2.0,2,0,1.88,6.82,0.73,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,143200,0
389,L-000389,2008-07-05,1,0.5573106785224909,7,5,1479,1468,9382,9,8,2.0,2,0,1.78,3.44,2.53,58500.0,6.02,7,CollgCr,1Fam,1Story,Gd,Gd,Y,191000,0
268,L-000268,2008-07-06,1,0.5192000760022801,5,8,2192,720,8400,69,11,2.5,1,1,2.04,4.54,2.0,74900.0,6.02,7,SWISU,1Fam,2.5Fin,TA,Gd,Y,182500,0
1144,L-001144,2008-07-06,0,0.5033006389138465,5,3,1006,1006,9000,49,49,1.0,0,0,2.78,3.77,1.24,0.0,6.02,7,Sawyer,1Fam,1Story,TA,TA,Y,81900,0
445,L-000445,2008-07-07,1,0.6107526863693398,7,5,1908,915,8750,14,13,3.5,2,1,1.34,3.67,2.93,49700.0,6.02,7,CollgCr,1Fam,2Story,Gd,Gd,Y,215000,0
1003,L-001003,2008-07-07,0,0.9336888762166435,8,5,1574,1574,11957,2,2,2.0,3,1,0.52,2.1,1.62,0.0,6.02,7,Somerst,1Fam,1Story,Gd,Gd,Y,231700,0
56,L-000056,2008-07-08,0,0.5820987348777452,6,5,1425,1425,10175,44,44,2.0,2,1,2.17,6.82,0.48,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,177400,0
1401,L-001401,2008-07-08,1,0.5458125322775005,6,7,1158,862,6000,79,58,1.0,1,1,2.7,4.92,0.57,36100.0,6.02,7,BrkSide,1Fam,1.5Fin,TA,TA,Y,122200,0
675,L-000675,2008-07-09,0,0.6417655966722413,6,6,1136,1136,9200,43,43,2.0,1,1,1.81,5.57,0.43,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,141100,0
1196,L-001196,2008-07-09,0,0.5087356525939651,6,5,1456,728,8029,3,3,2.5,2,0,1.82,5.46,2.91,0.0,6.02,7,Gilbert,1Fam,2Story,TA,Gd,Y,174400,0
711,L-000711,2008-07-10,1,0.5495107325296869,3,6,729,270,4130,73,5,1.0,0,0,2.36,6.37,0.63,8500.0,6.02,7,BrkSide,1Fam,1Story,Gd,TA,Y,51900,0
962,L-000962,2008-07-10,1,0.7104505277267287,6,7,2872,1330,12227,31,13,3.5,2,1,1.29,3.48,0.85,95900.0,6.02,7,NWAmes,1Fam,2Story,TA,TA,Y,278600,0
537,L-000537,2008-07-11,1,0.5890641959228781,7,5,1724,880,8924,10,9,2.5,2,0,1.54,3.56,2.5,69500.0,6.02,7,CollgCr,1Fam,2Story,TA,Gd,Y,186400,0
31,L-000031,2008-07-12,1,0.4062207502339981,4,4,1317,649,8500,88,58,1.0,1,0,3.3,6.31,1.85,42500.0,6.02,7,IDOTRR,1Fam,2Story,TA,TA,N,41900,0
563,L-000563,2008-07-12,1,0.4495250363671416,5,6,996,996,13907,68,39,2.0,0,1,3.55,5.27,1.0,40600.0,6.02,7,Edwards,1Fam,1Story,TA,TA,Y,105500,0
1259,L-001259,2008-07-13,0,0.5989275884780799,7,5,1166,856,9587,3,3,3.0,2,0,1.28,7.79,1.9,0.0,6.02,7,Gilbert,1Fam,SLvl,Gd,Gd,Y,184300,0
768,L-000768,2008-07-16,1,0.6258320135876425,6,7,1750,983,12508,68,23,3.0,1,0,1.88,2.76,1.06,52700.0,6.02,7,Mitchel,1Fam,1.5Fin,TA,TA,Y,161800,0
806,L-000806,2008-07-17,0,0.8246377186513728,7,5,1428,1417,12274,0,0,2.0,2,0,0.91,1.96,1.27,0.0,6.02,7,Somerst,1Fam,1Story,Gd,Ex,Y,226800,0
1255,L-001255,2008-07-17,1,0.43501466892712815,7,5,1656,746,6931,5,4,2.5,2,1,3.49,4.87,1.36,68800.0,6.02,7,Edwards,1Fam,2Story,Gd,Gd,Y,168700,0
335,L-000335,2008-07-20,0,0.5395233591378022,6,5,1638,943,9042,10,10,3.5,2,2,1.66,5.88,2.3,0.0,6.02,7,Gilbert,1Fam,2Story,TA,TA,Y,195200,0
600,L-000600,2008-07-20,0,0.4871271823878819,6,6,1556,716,1950,28,28,3.5,2,1,2.83,5.78,0.97,0.0,6.02,7,Blueste,Twnhs,2Story,TA,TA,Y,150100,0
746,L-000746,2008-07-20,1,0.6741216177380474,8,9,2715,1142,8963,32,12,4.0,2,2,1.35,3.96,1.03,84500.0,6.02,7,NWAmes,1Fam,2Story,Ex,Gd,Y,290500,0
1260,L-001260,2008-07-22,0,0.65182394123025,6,8,1054,1054,9750,39,39,2.5,2,0,1.54,5.75,0.63,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,151200,0
924,L-000924,2008-07-22,1,0.5880681840435469,6,5,1617,1604,8012,15,14,3.0,2,1,2.34,5.46,0.42,76700.0,6.02,7,SawyerW,TwnhsE,1Story,Gd,Gd,Y,198000,0
1171,L-001171,2008-07-22,0,0.6501221885217214,6,6,1118,1096,9880,31,31,2.0,1,1,2.17,1.96,0.81,0.0,6.02,7,Mitchel,1Fam,SLvl,TA,TA,Y,171000,0
344,L-000344,2008-07-22,0,1.2731240434102364,9,5,1684,1684,8849,3,3,2.0,2,1,0.17,0.81,1.11,0.0,6.02,7,NridgHt,TwnhsE,1Story,Ex,Ex,Y,260900,0
647,L-000647,2008-07-23,0,0.5901692976351255,5,5,1048,0,7200,58,58,1.0,2,0,1.95,6.71,0.61,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,100000,0
1375,L-001375,2008-07-23,0,0.8583590358214459,7,5,1958,1026,10625,3,3,2.5,3,1,0.69,2.53,1.4,0.0,6.02,7,Somerst,1Fam,2Story,Gd,Gd,Y,245300,0
1169,L-001169,2008-07-23,1,0.41285434450902414,6,7,2108,1127,13728,73,22,2.0,2,2,3.66,5.35,1.51,72200.0,6.02,7,Edwards,1Fam,2Story,TA,Gd,Y,236300,0
44,L-000044,2008-07-23,1,0.5787113206360749,5,6,938,938,9200,33,28,2.0,1,0,1.59,3.89,2.32,28900.0,6.02,7,CollgCr,1Fam,1Story,TA,TA,Y,129000,0
1042,L-001042,2008-07-25,1,0.6745038911405992,6,8,1632,800,9130,42,8,2.0,2,0,1.49,3.48,0.86,72800.0,6.02,7,NWAmes,1Fam,2Story,TA,Gd,Y,178800,0
1342,L-001342,2008-07-26,1,0.5602548036758563,6,5,1114,1114,13695,5,4,2.0,2,0,2.42,6.84,0.47,49700.0,6.02,7,SawyerW,1Fam,1Story,TA,Gd,Y,156200,0
968,L-000968,2008-07-26,0,0.5899787577668929,5,7,1098,1098,7390,53,53,2.0,1,0,1.97,5.79,0.67,0.0,6.02,7,NAmes,1Fam,1Story,TA,TA,Y,133700,0
564,L-000564,2008-07-27,1,0.5011548983695662,6,7,1674,1163,21780,90,58,2.0,2,1,2.41,4.54,1.55,49600.0,6.02,7,Edwards,1Fam,1.5Fin,TA,TA,Y,185500,0
559,L-000559,2008-08-01,1,0.6171560884571352,7,5,1446,729,21872,12,11,3.0,2,1,1.22,5.67,2.27,76700.0,5.81,8,Gilbert,1Fam,2Story,TA,TA,Y,171200,0
1427,L-001427,2008-08-02,0,1.0030958569026143,7,5,2127,1223,10944,14,14,3.5,2,2,0.55,1.11,1.48,0.0,5.81,8,NoRidge,1Fam,2Story,Gd,Gd,Y,263300,0
1062,L-001062,2008-08-05,1,0.3747075482399085,3,4,894,894,18000,73,58,1.0,3,0,3.83,9.82,1.47,33700.0,5.81,8,IDOTRR,1Fam,1Story,Fa,TA,Y,82500,0
789,L-000789,2008-08-07,1,0.3928939195941609,4,7,901,901,6000,54,8,1.0,1,0,3.32,7.79,1.87,12400.0,5.81,8,OldTown,1Fam,1Story,TA,TA,Y,106700,0
521,L-000521,2008-08-07,1,0.43990911230604895,4,7,1294,0,10800,108,8,2.0,0,0,2.6,6.22,2.23,43100.0,5.81,8,OldTown,2fmCon,2Story,TA,TA,N,106600,0
1149,L-001149,2008-08-07,1,0.41009356804143593,7,7,1111,572,5700,82,58,1.0,1,1,3.31,5.15,2.1,43300.0,5.81,8,OldTown,1Fam,1.5Fin,TA,TA,Y,115900,0
657,L-000657,2008-08-08,1,0.6033120029518504,5,7,1053,1053,10007,49,2,2.5,1,0,2.17,3.87,0.62,28200.0,5.81,8,NAmes,1Fam,1Story,Gd,Gd,Y,141200,0
403,L-000403,2008-08-08,1,0.4641259453985439,5,8,672,672,10200,68,11,1.0,1,0,2.69,6.23,1.42,15600.0,5.81,8,Sawyer,1Fam,1Story,TA,TA,Y,108200,0
106,L-000106,2008-08-09,1,0.8900885935769657,8,5,1992,1053,9375,5,4,2.5,2,1,0.6,2.36,1.58,71700.0,5.81,8,Somerst,1Fam,2Story,Gd,Gd,Y,251300,0
719,L-000719,2008-08-09,1,1.0907361952608183,7,5,2418,1311,10542,15,14,3.5,3,1,0.41,0.93,1.45,115800.0,5.81,8,NoRidge,1Fam,2Story,Gd,Gd,Y,329700,0
620,L-000620,2008-08-09,0,0.737401992621722,8,5,2262,1482,12244,5,5,3.5,3,2,1.05,2.14,2.32,0.0,5.81,8,Timber,1Fam,2Story,Gd,Gd,Y,307000,0
464,L-000464,2008-08-10,1,0.7447598958274897,6,7,1660,715,11988,74,13,1.5,1,1,1.18,2.3,1.23,61100.0,5.81,8,Crawfor,1Fam,2Story,TA,TA,Y,185300,0
759,L-000759,2008-08-12,0,0.8216523803608156,7,5,1501,744,2280,9,9,2.5,2,0,0.86,2.28,1.28,0.0,5.81,8,Somerst,Twnhs,2Story,TA,TA,Y,176900,0
766,L-000766,2008-08-13,0,0.8950232749178532,9,5,1506,1498,14587,0,0,2.0,2,1,0.66,2.2,1.2,0.0,5.81,8,Somerst,1Fam,1Story,Gd,Ex,Y,262100,0
390,L-000390,2008-08-14,1,1.2686832199174163,10,5,2332,1682,12474,1,0,3.5,3,1,0.21,0.51,1.7,178100.0,5.81,8,NridgHt,1Fam,2Story,Ex,Ex,Y,424900,0
555,L-000555,2008-08-16,1,1.258732093024383,7,5,2046,998,10625,5,4,3.5,3,1,0.21,0.58,1.59,60200.0,5.81,8,NridgHt,1Fam,2Story,Gd,Gd,Y,295100,0
590,L-000590,2008-08-17,1,0.5273902834901946,5,6,935,742,9100,78,48,1.0,1,0,2.47,6.97,0.7,31900.0,5.81,8,BrkSide,1Fam,1Story,TA,TA,Y,76200,0
1222,L-001222,2008-08-17,0,0.49705303600975237,5,5,1211,952,8250,40,40,1.0,1,1,2.42,6.13,1.23,0.0,5.81,8,Sawyer,1Fam,1Story,TA,TA,Y,132400,0
1257,L-001257,2008-08-17,0,1.0351882160392798,8,5,1987,1986,14303,14,14,3.0,2,1,0.56,0.88,1.34,0.0,5.81,8,NoRidge,1Fam,1Story,Gd,Gd,Y,303800,0
190,L-000190,2008-08-17,1,1.086372219746291,8,5,1593,1593,4923,7,6,2.5,2,1,0.19,2.1,2.54,54500.0,5.81,8,StoneBr,TwnhsE,1Story,Gd,Ex,Y,283200,0
336,L-000336,2008-08-19,0,0.7615163431545023,5,6,1786,1499,164660,43,43,4.0,2,2,0.84,2.46,3.08,0.0,5.81,8,Timber,2fmCon,1.5Fin,TA,TA,Y,235100,0
