Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle
687,L-000687,2007-08-25,0.53,1.63,1.58,No,,46,6.55,104.88,233500,227875
409,L-000409,2007-08-26,0.19,0.61,1.64,No,,32,6.55,104.88,293700,280000
1013,L-001013,2007-08-26,1.33,3.35,1.55,Yes,40100.0,38,6.55,104.88,167400,165000
1404,L-001404,2007-08-26,0.61,2.29,1.05,No,,85,6.55,104.88,296300,282922
1083,L-001083,2007-09-01,1.33,3.76,2.15,No,,53,6.49,104.74,204500,192000
609,L-000609,2007-09-05,1.98,2.5,1.07,Yes,104000.0,98,6.49,104.74,374200,359100
1132,L-001132,2007-09-06,2.5,2.8,1.1,Yes,22100.0,17,6.49,104.74,97500,93500
429,L-000429,2007-09-09,1.75,2.83,2.09,No,,27,6.49,104.74,205800,195400
197,L-000197,2007-09-14,0.61,2.93,1.2,No,,38,6.49,104.74,331400,311872
249,L-000249,2007-09-16,1.45,3.83,2.09,No,,20,6.49,104.74,187000,180000
629,L-000629,2007-09-19,2.54,4.26,0.54,No,,20,6.49,104.74,142000,135000
456,L-000456,2007-09-19,1.69,2.83,0.92,No,,47,6.49,104.74,184500,175500
1063,L-001063,2007-09-20,3.68,7.8,2.21,Yes,43100.0,34,6.49,104.74,90500,90000
686,L-000686,2007-09-20,0.17,1.98,2.03,No,,27,6.49,104.74,216000,207500
177,L-000177,2007-09-21,0.42,0.92,0.22,Yes,58800.0,24,6.49,104.74,227200,211000
959,L-000959,2007-10-02,1.45,3.79,1.46,No,,34,6.42,104.02,188300,185000
889,L-000889,2007-10-02,2.8,5.53,0.62,No,,143,6.42,104.02,275700,268000
823,L-000823,2007-10-03,2.0,6.57,1.91,No,,54,6.42,104.02,231000,225000
689,L-000689,2007-10-06,0.18,1.79,2.03,No,,47,6.42,104.02,398400,392000
113,L-000113,2007-10-07,2.26,2.64,2.19,No,,270,6.42,104.02,380300,383970
680,L-000680,2007-10-08,2.9,5.18,1.02,No,,21,6.42,104.02,133600,128500
165,L-000165,2007-10-10,3.83,8.9,2.71,Yes,53900.0,54,6.42,104.02,157000,152000
63,L-000063,2007-10-10,0.17,0.5,1.72,No,,40,6.42,104.02,204700,202500
1315,L-001315,2007-10-15,3.24,4.4,1.63,No,,50,6.42,104.02,118300,119000
1052,L-001052,2007-10-15,1.65,4.9,1.79,No,,19,6.42,104.02,206900,200141
779,L-000779,2007-10-16,2.75,5.4,0.68,No,,32,6.42,104.02,150600,144000
66,L-000066,2007-10-21,0.19,0.47,1.4,Yes,93500.0,45,6.42,104.02,334900,317000
524,L-000524,2007-10-22,2.82,5.44,1.39,Yes,172600.0,88,6.42,104.02,194300,184750
114,L-000114,2007-10-23,1.11,3.09,0.94,No,,64,6.42,104.02,219800,217000
1098,L-001098,2007-10-25,0.2,2.33,2.3,No,,13,6.42,104.02,181600,170000
254,L-000254,2007-10-25,2.42,3.76,0.71,Yes,33000.0,42,6.42,104.02,169500,158000
978,L-000978,2007-11-01,0.75,1.78,0.85,Yes,38200.0,39,6.45,103.89,204000,199900
661,L-000661,2007-11-03,1.52,4.57,0.93,No,,56,6.45,103.89,210800,197900
1015,L-001015,2007-11-04,1.77,4.28,0.7,Yes,51000.0,31,6.45,103.89,121100,119200
1128,L-001128,2007-11-04,1.76,4.96,2.21,No,,100,6.45,103.89,260000,259000
418,L-000418,2007-11-04,0.96,2.21,1.1,Yes,103900.0,28,6.45,103.89,245200,239000
331,L-000331,2007-11-05,2.16,5.18,0.75,No,,28,6.45,103.89,127200,119000
1440,L-001440,2007-11-06,1.28,4.31,1.27,No,,50,6.45,103.89,208400,197000
262,L-000262,2007-11-06,1.34,3.61,1.7,No,,45,6.45,103.89,294000,276000
1151,L-001151,2007-11-11,1.79,3.51,0.85,No,,30,6.45,103.89,128300,124000
472,L-000472,2007-11-11,1.21,5.1,1.16,No,,56,6.45,103.89,197500,190000
1445,L-001445,2007-11-12,2.61,4.14,2.04,No,,26,6.45,103.89,189800,179600
1109,L-001109,2007-11-12,1.41,4.69,2.14,No,,38,6.45,103.89,191300,181000
948,L-000948,2007-11-12,0.79,2.84,2.02,Yes,77300.0,28,6.45,103.89,278500,270000
168,L-000168,2007-11-15,0.23,0.52,1.51,No,,18,6.45,103.89,350400,325624
1116,L-001116,2007-11-18,0.19,0.31,1.16,No,,33,6.45,103.89,328600,318000
1192,L-001192,2007-11-19,0.6,3.15,1.24,Yes,133500.0,38,6.45,103.89,179900,174000
919,L-000919,2007-11-20,2.21,5.84,0.57,No,,39,6.45,103.89,250200,238000
851,L-000851,2007-11-20,1.85,3.34,1.52,No,,24,6.45,103.89,136100,131500
760,L-000760,2007-11-21,,1.08,2.11,No,,17,6.45,103.89,300200,290000
1275,L-001275,2007-11-23,1.31,2.73,1.52,Yes,23900.0,32,6.45,103.89,140000,139000
1256,L-001256,2007-11-24,2.11,5.16,0.42,Yes,20500.0,42,6.45,103.89,133900,127500
399,L-000399,2007-11-25,3.81,5.95,1.97,Yes,19500.0,18,6.45,103.89,70900,67000
94,L-000094,2007-11-25,2.76,8.38,2.19,Yes,48800.0,60,6.45,103.89,141400,133900
867,L-000867,2007-11-26,,2.57,1.94,Yes,74700.0,45,6.45,103.89,253100,248900
318,L-000318,2007-12-01,0.6,2.16,1.5,No,,41,6.34,103.72,276300,270000
1240,L-001240,2007-12-01,0.63,1.83,2.09,No,,52,6.34,103.72,280400,265900
326,L-000326,2007-12-01,3.14,6.73,2.18,Yes,21300.0,20,6.34,103.72,88700,87000
1376,L-001376,2007-12-01,1.12,2.96,2.31,No,,15,6.34,103.72,247700,239000
614,L-000614,2007-12-03,2.3,4.8,0.76,No,,25,6.34,103.72,150000,147000
574,L-000574,2007-12-04,1.72,5.16,2.12,No,,63,6.34,103.72,171700,170000
650,L-000650,2007-12-06,3.75,6.33,1.86,No,,35,6.34,103.72,89700,84500
191,L-000191,2007-12-06,1.09,3.2,1.26,Yes,114600.0,76,6.34,103.72,323100,315000
602,L-000602,2007-12-09,4.99,5.98,2.18,Yes,39100.0,55,6.34,103.72,142500,141000
1331,L-001331,2007-12-09,0.61,1.44,1.41,NO,,50,6.34,103.72,234000,227000
239,L-000239,2007-12-11,0.23,0.54,1.14,No,,34,6.34,103.72,321700,318000
1448,L-001448,2007-12-15,1.65,2.86,2.09,Yes,89900.0,40,6.34,103.72,245300,240000
575,L-000575,2007-12-16,2.02,4.64,0.73,Yes,30900.0,38,6.34,103.72,143500,139000
43,L-000043,2007-12-21,2.1,5.26,0.45,No,,28,6.34,103.72,149600,144000
351,L-000351,2007-12-21,0.2,0.64,1.29,No,,22,6.34,103.72,333100,318061
378,L-000378,2007-12-23,0.89,2.27,1.03,Yes,110900.0,62,6.34,103.72,358900,340000
252,L-000252,2007-12-26,1.1,3.72,1.09,Yes,118200.0,62,6.34,103.72,247600,235000
743,L-000743,2007-12-27,2.27,5.35,0.54,Yes,75400.0,32,6.34,103.72,188800,179000
152,L-000152,2008-01-02,0.15,0.42,1.44,Yes,114900.0,89,6.28,103.06,377300,372402
886,L-000886,2008-01-02,0.63,2.57,1.48,Yes,72500.0,168,6.28,103.06,346400,328900
1299,L-001299,2008-01-05,2.55,6.01,1.6,No,,61,6.28,103.06,166400,160000
10,L-000010,2008-01-05,1.28,5.29,0.71,Yes,26800.0,26,6.28,103.06,120100,118000
1406,L-001406,2008-01-08,1.22,3.29,1.25,Yes,44700.0,57,6.28,103.06,283700,275000
204,L-000204,2008-01-08,1.57,3.41,2.53,No,,23,6.28,103.06,154200,149000
1326,L-001326,2008-01-13,2.9,7.05,1.84,Yes,18800.0,17,6.28,103.06,55100,55000
78,L-000078,2008-01-15,2.61,6.68,0.54,Yes,36500.0,48,6.28,103.06,128400,127000
33,L-000033,2008-01-16,1.98,3.2,2.08,No,,20,6.28,103.06,184400,179900
1164,L-001164,2008-01-20,2.23,4.27,1.27,No,,15,6.28,103.06,109000,108959
1227,L-001227,2008-01-20,0.75,2.83,1.04,No,,28,6.28,103.06,221500,214000
60,L-000060,2008-01-21,1.89,3.69,2.43,No,,22,6.28,103.06,129700,124900
536,L-000536,2008-01-23,3.23,6.78,1.19,Y,44700.0,21,6.28,103.06,108800,107500
202,L-000202,2008-02-04,2.08,2.5,0.8,No,,40,6.24,102.99,176800,171500
658,L-000658,2008-02-06,1.17,3.13,0.89,Yes,43000.0,30,6.24,102.99,146300,149000
502,L-000502,2008-02-12,0.67,2.7,1.19,No,,24,6.24,102.99,229900,226700
1,L-000001,2008-02-19,1.84,4.28,2.28,No,,76,6.24,102.99,209800,208500
269,L-000269,2008-02-20,3.77,8.53,1.38,Yes,18400.0,25,6.24,102.99,121500,120500
579,L-000579,2008-02-20,0.48,2.4,1.48,No,,29,6.24,102.99,146400,146000
423,L-000423,2008-02-21,1.98,3.6,0.87,No,,12,6.24,102.99,119700,113000
1225,L-001225,2008-02-24,1.78,4.77,1.73,Yes,90400.0,38,6.24,102.99,190800,184000
1048,L-001048,2008-02-27,,4.51,1.66,Yes,15500.0,24,6.24,102.99,149900,145000
11,L-000011,2008-02-27,2.07,6.96,1.06,No,,66,6.24,102.99,132900,129500
1423,L-001423,2008-03-01,2.15,4.97,1.71,No,,15,6.22,102.27,143900,136500
154,L-000154,2008-03-02,0.7,1.53,0.37,Yes,46700.0,47,6.22,102.27,237100,235000
407,L-000407,2008-03-03,1.76,5.65,2.18,Yes,47600.0,57,6.22,102.27,116300,115000
308,L-000308,2008-03-04,5.32,5.64,2.45,Yes,43400.0,32,6.22,102.27,88900,89500
280,L-000280,2008-03-06,0.77,0.93,0.18,No,,52,6.22,102.27,190700,192000
1173,L-001173,2008-03-07,0.94,3.1,1.23,Yes,66300.0,16,6.22,102.27,180300,171900
458,L-000458,2008-03-10,0.46,1.2,0.17,Yes,38700.0,38,6.22,102.27,262100,256000
841,L-000841,2008-03-12,2.14,3.42,2.22,Yes,25600.0,32,6.22,102.27,139200,140000
1279,L-001279,2008-03-12,1.65,2.94,1.98,No,,61,6.22,102.27,237500,237000
926,L-000926,2008-03-18,1.14,4.09,0.92,No,,31,6.22,102.27,174600,175000
162,L-000162,2008-03-19,0.29,0.43,1.31,Yes,123300.0,55,6.22,102.27,420700,412500
1352,L-001352,2008-03-19,2.58,4.37,0.45,No,,46,6.22,102.27,173300,171000
124,L-000124,2008-03-20,1.65,6.76,0.48,No,,26,6.22,102.27,152700,153900
1092,L-001092,2008-03-22,0.75,2.25,1.26,Yes,29500.0,14,6.22,102.27,159800,160000
292,L-000292,2008-03-24,2.36,5.54,1.68,Yes,66300.0,44,6.22,102.27,139100,135900
353,L-000353,2008-03-25,2.41,6.37,1.29,Yes,33100.0,26,6.22,102.27,94400,95000
408,L-000408,2008-03-25,1.04,2.22,1.22,Yes,38600.0,23,6.22,102.27,178600,177000
983,L-000983,2008-03-26,1.78,2.99,0.99,No,,25,6.22,102.27,160700,159895
1028,L-001028,2008-04-01,0.96,2.5,2.36,Yes,35800.0,73,6.16,102.04,300000,293077
1394,L-001394,2008-04-01,2.55,6.27,2.19,Yes,45600.0,61,6.16,102.04,164100,163000
641,L-000641,2008-04-02,0.2,0.42,1.74,Yes,58700.0,24,6.16,102.04,285700,274000
1249,L-001249,2008-04-03,3.58,9.98,2.95,Yes,106300.0,58,6.16,102.04,131400,129500
217,L-000217,2008-04-04,1.94,3.52,1.89,No,,49,6.16,102.04,205900,210000
1428,L-001428,2008-04-05,1.81,5.71,0.75,Yes,31500.0,49,6.16,102.04,142800,140000
664,L-000664,2008-04-06,3.39,5.84,1.02,No,,33,6.16,102.04,141600,137500
538,L-000538,2008-04-08,2.26,7.02,0.54,No,,21,6.16,102.04,111200,111250
1377,L-001377,2008-04-13,2.09,5.0,2.2,Yes,24400.0,14,6.16,102.04,91800,91000
798,L-000798,2008-04-13,1.97,5.0,0.6,No,,22,6.16,102.04,112400,110000
888,L-000888,2008-04-13,2.86,5.63,2.06,No,,67,6.16,102.04,140300,135500
149,L-000149,2008-04-13,2.71,5.27,0.43,Yes,31200.0,26,6.16,102.04,146200,141000
1402,L-001402,2008-04-13,1.31,5.48,1.78,No,,53,6.16,102.04,198500,193000
9,L-000009,2008-04-15,3.14,6.05,2.43,Yes,75400.0,40,6.16,102.04,132300,129900
928,L-000928,2008-04-18,1.39,4.54,0.94,No,,19,6.16,102.04,174100,176000
477,L-000477,2008-04-19,1.35,3.52,2.22,Y,48400.0,42,6.16,102.04,209300,208900
108,L-000108,2008-04-19,3.17,6.11,2.39,Yes,16800.0,29,6.16,102.04,113400,115000
595,L-000595,2008-04-19,2.03,5.53,2.68,No,,17,6.16,102.04,110300,110000
211,L-000211,2008-04-20,2.48,6.07,1.74,Yes,22300.0,35,6.16,102.04,99900,98000
391,L-000391,2008-04-21,3.19,5.27,1.38,Yes,32700.0,29,6.16,102.04,122500,119000
156,L-000156,2008-04-21,3.22,4.71,1.34,Yes,39100.0,16,6.16,102.04,80600,79000
208,L-000208,2008-04-23,1.81,6.31,0.56,No,,31,6.16,102.04,146000,141000
77,L-000077,2008-04-23,1.62,5.07,0.74,No,,41,6.16,102.04,134600,135750
272,L-000272,2008-04-24,0.43,1.87,0.2,Yes,39300.0,140,6.16,102.04,240000,241500
410,L-000410,2008-04-24,0.52,1.84,1.25,Yes,51000.0,112,6.16,102.04,342300,339750
208,L-900208,2008-04-24,1.81,6.31,0.56,No,,31,6.16,102.04,146000,141000
1137,L-001137,2008-04-27,2.55,4.39,0.75,No,,51,6.16,102.04,118900,119000
1025,L-001025,2008-05-01,0.84,2.22,3.13,No,,60,6.12,101.7,282200,287000
1269,L-001269,2008-05-02,1.25,2.99,1.36,Yes,102200.0,86,6.12,101.7,384800,381000
1056,L-001056,2008-05-02,1.71,5.94,1.32,NO,,18,6.12,101.7,186900,180000
840,L-000840,2008-05-02,2.35,5.24,2.03,Yes,40900.0,61,6.12,101.7,130600,130500
1044,L-001044,2008-05-02,2.24,6.34,0.48,No,,95,6.12,101.7,274300,262280
15,L-000015,2008-05-03,2.28,5.68,0.51,No,,26,6.12,101.7,157000,157000
742,L-000742,2008-05-04,2.1,5.07,1.36,Y,30400.0,47,6.12,101.7,138300,142000
801,L-000801,2008-05-05,0.47,1.06,0.22,No,,46,6.12,101.7,205600,200000
305,L-000305,2008-05-05,3.2,8.61,2.19,Yes,50900.0,197,6.12,101.7,306400,295000
1274,L-001274,2008-05-05,3.43,4.81,1.47,Yes,72400.0,36,6.12,101.7,178200,177000
691,L-000691,2008-05-07,2.37,3.04,1.57,No,,15,6.12,101.7,138300,141000
827,L-000827,2008-05-08,2.28,5.47,0.43,Yes,14700.0,38,6.12,101.7,108800,109500
1442,L-001442,2008-05-09,1.69,3.64,1.39,No,,18,6.12,101.7,152200,149300
639,L-000639,2008-05-10,2.95,4.61,1.84,Yes,11900.0,15,6.12,101.7,87900,85000
1024,L-001024,2008-05-11,1.85,4.51,1.02,Yes,40700.0,42,6.12,101.7,191500,191000
587,L-000587,2008-05-11,2.11,9.31,0.62,Yes,34900.0,44,6.12,101.7,129200,130000
843,L-000843,2008-05-11,1.93,5.32,0.56,No,,49,6.12,101.7,176700,174900
724,L-000724,2008-05-13,2.07,5.12,1.32,Yes,24600.0,50,6.12,101.7,136100,135000
920,L-000920,2008-05-13,2.46,5.67,0.88,Yes,74300.0,72,6.12,101.7,176900,176500
136,L-000136,2008-05-13,1.37,6.47,1.59,No,,35,6.12,101.7,172300,174000
1382,L-001382,2008-05-14,1.75,4.43,0.62,N,,67,6.12,101.7,241700,237500
1380,L-001380,2008-05-15,0.9,2.37,2.34,Yes,37600.0,37,6.12,101.7,169200,167500
651,L-000651,2008-05-15,0.65,2.55,1.24,No,,23,6.12,101.7,210200,205950
865,L-000865,2008-05-16,0.72,1.6,1.48,Yes,46300.0,999,6.12,101.7,257400,250580
327,L-000327,2008-05-17,0.24,2.05,1.66,No,,89,6.12,101.7,330000,324000
259,L-000259,2008-05-18,1.64,3.01,1900.0,No,,34,6.12,101.7,231900,231500
1118,L-001118,2008-05-19,2.64,6.22,1.27,Yes,23700.0,23,6.12,101.7,128500,130000
425,L-000425,2008-05-19,1.81,5.01,0.7,No,,38,6.12,101.7,146600,139000
195,L-000195,2008-05-19,2.08,4.05,1.8,No,,14,6.12,101.7,127300,127000
1361,L-001361,2008-05-20,2.56,3.43,2.56,Yes,70200.0,86,6.12,101.7,189300,189000
30,L-000030,2008-05-20,2.39,5.0,0.66,Yes,11800.0,16,6.12,101.7,69400,68500
1155,L-001155,2008-05-21,2.02,6.14,0.64,Yes,51200.0,138,6.12,101.7,203800,201800
257,L-000257,2008-05-21,0.71,1.82,1.02,No,,41,6.12,101.7,206900,207500
457,L-000457,2008-05-25,2.39,10.9,2.67,Yes,27900.0,25,6.12,101.7,102000,98000
984,L-000984,2008-05-25,1.66,2.8,2.23,No,,72,6.12,101.7,255700,255900
1309,L-001309,2008-05-25,3.1,5.73,1.73,Yes,55000.0,71,6.12,101.7,148700,147000
1434,L-001434,2008-05-26,1.23,4.59,1.33,No,,73,6.12,101.7,181400,186500
219,L-000219,2008-05-27,1.47,3.2,1.12,Yes,51400.0,81,6.12,101.7,307700,311500
32,L-000032,2008-06-01,2.86,7.03,1.38,Yes,35900.0,61,6.07,101.08,145100,149350
1068,L-001068,2008-06-02,2.04,5.52,0.58,No,,65,6.07,101.08,173000,167900
532,L-000532,2008-06-02,2.76,4.87,0.46,Yes,40800.0,48,6.07,101.08,127800,128000
265,L-000265,2008-06-02,3.72,10.15,2.89,Yes,33000.0,11,6.07,101.08,73400,73000
812,L-000812,2008-06-02,1.76,2.49,2.95,No,,20,6.07,101.08,147000,144500
491,L-000491,2008-06-03,4.45,5.42,1.93,No,,34,6.07,101.08,115800,115000
174,L-000174,2008-06-03,2.17,4.08,0.71,No,,64,6.07,101.08,157400,163000
549,L-000549,2008-06-03,3.31,6.41,1.92,Yes,31500.0,53,6.07,101.08,126500,125000
443,L-000443,2008-06-03,2.19,5.78,0.65,Yes,31200.0,66,6.07,101.08,166000,162900
1367,L-001367,2008-06-04,2.15,4.23,1.76,No,,74,6.07,101.08,196100,193000
1141,L-001141,2008-06-04,2.56,6.97,0.52,No,,14,6.07,101.08,140700,139000
567,L-000567,2008-06-04,0.19,1.49,1.93,Yes,143600.0,48,6.07,101.08,319800,325000
618,L-000618,2008-06-04,2.69,5.53,0.78,No,,21,6.07,101.08,109400,105500
1093,L-001093,2008-06-05,2.53,3.21,2.17,Yes,53500.0,39,6.07,101.08,137400,136500
473,L-000473,2008-06-05,2.66,6.7,1.58,No,,50,6.07,101.08,150600,148000
161,L-000161,2008-06-05,0.29,2.4,1.72,No,,17,6.07,101.08,164200,162500
184,L-000184,2008-06-05,4.27,7.68,2.41,No,,142,6.07,101.08,208900,200000
40,L-000040,2008-06-06,2.63,6.18,1.64,No,,19,6.07,101.08,83300,82000
459,L-000459,2008-06-06,3.21,6.06,3.3,Yes,102000.0,140,6.07,101.08,160500,161000
470,L-000470,2008-06-06,2.61,4.75,0.39,No,,22,6.07,101.08,194400,187000
831,L-000831,2008-06-07,2.42,3.66,0.79,No,,100,6.07,101.08,168500,166000
494,L-000494,2008-06-07,1.48,5.22,0.58,No,,39,6.07,101.08,157300,155000
1329,L-001329,2008-06-09,4.5,4.45,2.34,Yes,166500.0,116,6.07,101.08,256200,256000
1460,L-001460,2008-06-10,1.59,6.16,1.76,No,,44,6.07,101.08,148800,147500
894,L-000894,2008-06-10,2.66,4.73,1.34,No,,45,6.07,101.08,164200,165000
1021,L-001021,2008-06-10,2.74,4.89,1.47,No,,90,6.07,101.08,177000,176000
826,L-000826,2008-06-10,,0.59,1.32,Yes,111100.0,73,6.07,101.08,390500,385000
552,L-000552,2008-06-11,3.51,7.86,2.57,No,,25,6.07,101.08,112000,112500
266,L-000266,2008-06-11,1.42,4.33,1.12,No,,32,6.07,101.08,169700,175500
1310,L-001310,2008-06-11,2.67,5.99,0.46,No,,31,6.07,101.08,185300,179200
1154,L-001154,2008-06-12,3.66,6.68,2.08,Yes,17900.0,41,6.07,101.08,118800,120500
1355,L-001355,2008-06-13,1.42,3.74,2.48,No,,63,6.07,101.08,234000,235000
842,L-000842,2008-06-14,3.36,7.57,1.7,Yes,34300.0,85,6.07,101.08,162200,157500
648,L-000648,2008-06-14,2.5,4.62,1.38,No,,88,6.07,101.08,161600,155000
435,L-000435,2008-06-15,3.14,6.22,1.42,No,,30,6.07,101.08,82300,81000
630,L-000630,2008-06-16,2.05,6.29,0.58,No,,50,6.07,101.08,167900,168500
424,L-000424,2008-06-17,0.4,1.0,1.92,No,,40,6.07,101.08,309100,315000
845,L-000845,2008-06-18,2.57,8.03,2.18,Yes,38300.0,92,6.07,101.08,152700,153900
839,L-000839,2008-06-19,1.72,4.89,2.61,Yes,41600.0,26,6.07,101.08,148600,144000
498,L-000498,2008-06-20,2.36,4.9,0.57,Yes,78500.0,68,6.07,101.08,189800,184000
19,L-000019,2008-06-20,2.04,4.64,0.51,no,,40,6.07,101.08,155700,159000
1159,L-001159,2008-06-22,0.71,2.2,1.43,Yes,57800.0,38,6.07,101.08,229600,235128
622,L-000622,2008-06-23,1.32,5.46,1.06,Yes,74500.0,45,6.07,101.08,243200,240000
654,L-000654,2008-06-24,3.2,6.44,2.12,Yes,55200.0,35,6.07,101.08,140300,135000
1111,L-001111,2008-06-24,1.26,5.01,1.9,Yes,51600.0,27,6.07,101.08,184400,188000
1415,L-001415,2008-06-24,3.43,7.66,0.53,Yes,79700.0,49,6.07,101.08,210200,207000
593,L-000593,2008-06-24,2.01,4.35,1.16,Yes,23900.0,18,6.07,101.08,133800,138000
785,L-000785,2008-06-25,2.36,7.91,2.42,Yes,39500.0,49,6.07,101.08,133100,128000
1316,L-001316,2008-06-26,1.89,5.07,0.64,No,,59,6.07,101.08,212600,206900
123,L-000123,2008-06-27,2.2,5.27,0.58,No,,38,6.07,101.08,134600,136000
821,L-000821,2008-06-27,1.81,3.81,2.18,No,,32,6.07,101.08,181100,183000
428,L-000428,2008-07-01,1.97,3.49,0.57,No,,22,6.02,101.17,111200,109008
700,L-000700,2008-07-01,0.56,1.75,1.62,No,,47,6.02,101.17,197800,196000
733,L-000733,2008-07-01,1.65,5.11,2.78,Yes,72700.0,29,6.02,101.17,226500,222500
362,L-000362,2008-07-01,2.36,6.15,0.69,Yes,34200.0,69,6.02,101.17,148400,145000
818,L-000818,2008-07-01,2.02,4.34,0.76,No,,132,6.02,101.17,271400,271000
1436,L-001436,2008-07-01,1.89,4.68,0.54,Yes,33200.0,48,6.02,101.17,176800,174000
1160,L-001160,2008-07-01,1.44,3.12,1.29,No,,78,6.02,101.17,187100,185000
334,L-000334,2008-07-02,0.15,0.39,1.44,No,,25,6.02,101.17,211100,207000
431,L-000431,2008-07-02,2.76,7.65,1.99,No,,60,6.02,101.17,88000,85400
981,L-000981,2008-07-03,2.11,5.81,0.73,Yes,36400.0,80,6.02,101.17,179000,178400
584,L-000584,2008-07-03,3.63,6.78,2.27,Yes,160200.0,89,6.02,101.17,313200,325000
434,L-000434,2008-07-03,1.52,6.49,2.18,Yes,54100.0,42,6.02,101.17,178100,181000
1241,L-001241,2008-07-04,1.73,3.59,2.2,N,,61,6.02,101.17,234000,224900
1322,L-001322,2008-07-05,,8.76,0.55,Yes,24800.0,9,6.02,101.17,72600,72500
372,L-000372,2008-07-05,0.47,1.1,0.21,No,,21,6.02,101.17,131800,134432
210,L-000210,2008-07-05,1.88,6.82,0.73,No,,35,6.02,101.17,143200,145000
389,L-000389,2008-07-05,1.78,3.44,2.53,Yes,58500.0,27,6.02,101.17,191000,191000
268,L-000268,2008-07-06,2.04,4.54,2.0,Y,74900.0,45,6.02,101.17,182500,179500
1144,L-001144,2008-07-06,2.78,3.77,1.24,No,,11,6.02,101.17,81900,80000
1003,L-001003,2008-07-07,0.52,2.1,1.62,No,,29,6.02,101.17,231700,232000
445,L-000445,2008-07-07,1.34,3.67,2.93,Yes,49700.0,50,6.02,101.17,215000,210000
1401,L-001401,2008-07-08,2.7,4.92,0.57,Yes,36100.0,25,6.02,101.17,122200,120000
56,L-000056,2008-07-08,2.17,6.82,0.48,No,,68,6.02,101.17,177400,180500
675,L-000675,2008-07-09,1.81,5.57,0.43,No,,51,6.02,101.17,141100,140000
1196,L-001196,2008-07-09,1.82,5.46,2.91,N,,47,6.02,101.17,174400,176000
711,L-000711,2008-07-10,2.36,6.37,0.63,Yes,8500.0,10,6.02,101.17,51900,52000
962,L-000962,2008-07-10,1.29,3.48,0.85,Yes,95900.0,90,6.02,101.17,278600,272000
537,L-000537,2008-07-11,1.54,3.56,2.5,Yes,69500.0,24,6.02,101.17,186400,188000
31,L-000031,2008-07-12,3.3,6.31,1.85,Yes,42500.0,11,6.02,101.17,41900,40000
563,L-000563,2008-07-12,3.55,5.27,1.0,Yes,40600.0,60,6.02,101.17,105500,108000
1259,L-001259,2008-07-13,1.28,7.79,1.9,No,,31,6.02,101.17,184300,190000
768,L-000768,2008-07-16,1.88,2.76,1.06,Yes,52700.0,41,6.02,101.17,161800,160000
1255,L-001255,2008-07-17,3.49,4.87,1.36,Yes,68800.0,114,6.02,101.17,168700,165400
806,L-000806,2008-07-17,0.91,1.96,1.27,No,,24,6.02,101.17,226800,227680
335,L-000335,2008-07-20,1.66,5.88,2.3,No,,38,6.02,101.17,195200,192000
600,L-000600,2008-07-20,2.83,5.78,0.97,No,,48,6.02,101.17,150100,151000
746,L-000746,2008-07-20,,3.96,1.03,Yes,84500.0,107,6.02,101.17,290500,299800
1260,L-001260,2008-07-22,1.54,5.75,0.63,No,,46,6.02,101.17,151200,151000
924,L-000924,2008-07-22,2.34,5.46,0.42,Yes,76700.0,38,6.02,101.17,198000,193000
1171,L-001171,2008-07-22,2.17,1.96,0.81,No,,64,6.02,101.17,171000,171000
344,L-000344,2008-07-22,0.17,0.81,1.11,No,,25,6.02,101.17,260900,266000
1169,L-001169,2008-07-23,3.66,5.35,1.51,Yes,72200.0,171,6.02,101.17,236300,235000
44,L-000044,2008-07-23,1.59,3.89,2.32,Yes,28900.0,17,6.02,101.17,129000,130250
647,L-000647,2008-07-23,1.95,6.71,0.61,No,,18,6.02,101.17,100000,98300
1375,L-001375,2008-07-23,0.69,2.53,1.4,No,,43,6.02,101.17,245300,250000
1042,L-001042,2008-07-25,1.49,3.48,0.86,Yes,72800.0,48,6.02,101.17,178800,173000
1342,L-001342,2008-07-26,2.42,6.84,0.47,Yes,49700.0,44,6.02,101.17,156200,155000
968,L-000968,2008-07-26,1.97,5.79,0.67,No,,57,6.02,101.17,133700,135000
564,L-000564,2008-07-27,2.41,4.54,1.55,Yes,49600.0,84,6.02,101.17,185500,185000
559,L-000559,2008-08-01,1.22,5.67,2.27,Yes,76700.0,31,5.81,100.34,171200,175000
1427,L-001427,2008-08-02,0.55,1.11,1.48,N,,37,5.81,100.34,263300,271000
1062,L-001062,2008-08-05,3.83,9.82,1.47,Yes,33700.0,23,5.81,100.34,82500,81000
1149,L-001149,2008-08-07,,5.15,2.1,Yes,43300.0,56,5.81,100.34,115900,116900
789,L-000789,2008-08-07,3.32,7.79,1.87,Yes,12400.0,28,5.81,100.34,106700,107900
521,L-000521,2008-08-07,2.6,6.22,2.23,Yes,43100.0,33,5.81,100.34,106600,106250
657,L-000657,2008-08-08,2.17,3.87,0.62,Yes,28200.0,44,5.81,100.34,141200,145500
403,L-000403,2008-08-08,2.69,6.23,1.42,Yes,15600.0,40,5.81,100.34,108200,108000
106,L-000106,2008-08-09,0.6,2.36,1.58,Yes,71700.0,35,5.81,100.34,251300,250000
719,L-000719,2008-08-09,0.41,0.93,1.45,Yes,115800.0,30,5.81,100.34,329700,341000
