Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
821,L-000821,2008-06-27,1.81,3.81,2.18,No,,32,6.07,101.08,181100,183000,60,RL,72.0,7226,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,,,,0,6,2008,WD,Normal
428,L-000428,2008-07-01,1.97,3.49,0.57,No,,22,6.02,101.17,111200,109008,20,RL,77.0,8593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal
700,L-000700,2008-07-01,0.56,1.75,1.62,No,,47,6.02,101.17,197800,196000,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,GasA,Ex,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,,,,0,7,2008,WD,Normal
733,L-000733,2008-07-01,1.65,5.11,2.78,Yes,72700.0,29,6.02,101.17,226500,222500,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,84,0,0,0,0,,,,0,7,2008,WD,Normal
362,L-000362,2008-07-01,2.36,6.15,0.69,Yes,34200.0,69,6.02,101.17,148400,145000,50,RL,,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,N,0,0,0,0,0,0,,,,0,7,2008,WD,Normal
818,L-000818,2008-07-01,2.02,4.34,0.76,No,,132,6.02,101.17,271400,271000,20,RL,,13265,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,,,,0,7,2008,WD,Normal
1436,L-001436,2008-07-01,1.89,4.68,0.54,Yes,33200.0,48,6.02,101.17,176800,174000,20,RL,80.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1319,1319,GasA,TA,Y,SBrkr,1537,0,0,1537,1,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,462,TA,TA,Y,0,36,0,0,0,0,,GdPrv,,0,7,2008,COD,Abnorml
1160,L-001160,2008-07-01,1.44,3.12,1.29,No,,78,6.02,101.17,187100,185000,60,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,GasA,TA,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,,,,0,7,2008,WD,Normal
334,L-000334,2008-07-02,0.15,0.39,1.44,No,,25,6.02,101.17,211100,207000,120,RM,59.0,8198,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,192,30,0,0,0,0,,,,0,7,2008,WD,Normal
431,L-000431,2008-07-02,2.76,7.65,1.99,No,,60,6.02,101.17,88000,85400,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,COD,Abnorml
981,L-000981,2008-07-03,2.11,5.81,0.73,Yes,36400.0,80,6.02,101.17,179000,178400,85,RL,,12122,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867,Unf,0,77,944,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Ex,6,Typ,0,,Attchd,1961.0,RFn,2,588,TA,TA,Y,144,76,0,0,0,0,,,,0,7,2008,WD,Normal
584,L-000584,2008-07-03,3.63,6.78,2.27,Yes,160200.0,89,6.02,101.17,313200,325000,75,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,,,,0,7,2008,WD,Normal
434,L-000434,2008-07-03,1.52,6.49,2.18,Yes,54100.0,42,6.02,101.17,178100,181000,60,RL,100.0,10839,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,,,,0,7,2008,WD,Normal
1241,L-001241,2008-07-04,1.73,3.59,2.2,N,,61,6.02,101.17,234000,224900,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,,,,0,7,2008,WD,Normal
1322,L-001322,2008-07-05,,8.76,0.55,Yes,24800.0,9,6.02,101.17,72600,72500,20,RL,,6627,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal
372,L-000372,2008-07-05,0.47,1.1,0.21,No,,21,6.02,101.17,131800,134432,50,RL,80.0,17120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2,680,TA,TA,N,0,59,0,0,0,0,,,,0,7,2008,WD,Normal
210,L-000210,2008-07-05,1.88,6.82,0.73,No,,35,6.02,101.17,143200,145000,20,RL,75.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,0,,MnPrv,,0,7,2008,WD,Normal
389,L-000389,2008-07-05,1.78,3.44,2.53,Yes,58500.0,27,6.02,101.17,191000,191000,20,RL,93.0,9382,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,,,,0,7,2008,WD,Normal
268,L-000268,2008-07-06,2.04,4.54,2.0,Y,74900.0,45,6.02,101.17,182500,179500,75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,Ex,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,262,24,0,0,0,0,,,,0,7,2008,WD,Normal
1144,L-001144,2008-07-06,2.78,3.77,1.24,No,,11,6.02,101.17,81900,80000,20,RL,,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,24,0,0,0,0,,,,0,7,2008,WD,Normal
1003,L-001003,2008-07-07,0.52,2.1,1.62,No,,29,6.02,101.17,231700,232000,20,RL,75.0,11957,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1550,1574,GasA,Ex,Y,SBrkr,1574,0,0,1574,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,824,TA,TA,Y,144,104,0,0,0,0,,,,0,7,2008,WD,Normal
445,L-000445,2008-07-07,1.34,3.67,2.93,Yes,49700.0,50,6.02,101.17,215000,210000,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,,,,0,7,2008,WD,Normal
1401,L-001401,2008-07-08,2.7,4.92,0.57,Yes,36100.0,25,6.02,101.17,122200,120000,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,862,862,GasA,TA,Y,SBrkr,950,208,0,1158,0,0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1,208,TA,TA,Y,0,0,112,0,0,0,,,,0,7,2008,WD,Normal
56,L-000056,2008-07-08,2.17,6.82,0.48,No,,68,6.02,101.17,177400,180500,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008,WD,Normal
675,L-000675,2008-07-09,1.81,5.57,0.43,No,,51,6.02,101.17,141100,140000,20,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,0,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965.0,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,,,,0,7,2008,WD,Normal
1196,L-001196,2008-07-09,1.82,5.46,2.91,N,,47,6.02,101.17,174400,176000,60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2005.0,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,,,,0,7,2008,WD,Normal
711,L-000711,2008-07-10,2.36,6.37,0.63,Yes,8500.0,10,6.02,101.17,51900,52000,30,RL,56.0,4130,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,270,GasA,Gd,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,7,2008,WD,Normal
962,L-000962,2008-07-10,1.29,3.48,0.85,Yes,95900.0,90,6.02,101.17,278600,272000,60,RL,,12227,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896,Unf,0,434,1330,GasA,TA,Y,SBrkr,1542,1330,0,2872,1,0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.0,Fin,2,619,TA,TA,Y,550,282,0,0,0,0,,,,0,7,2008,WD,Normal
537,L-000537,2008-07-11,1.54,3.56,2.5,Yes,69500.0,24,6.02,101.17,186400,188000,60,RL,57.0,8924,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,Fin,2,527,TA,TA,Y,120,155,0,0,0,0,,,,0,7,2008,WD,Normal
31,L-000031,2008-07-12,3.3,6.31,1.85,Yes,42500.0,11,6.02,101.17,41900,40000,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD,Normal
563,L-000563,2008-07-12,3.55,5.27,1.0,Yes,40600.0,60,6.02,101.17,105500,108000,30,RL,63.0,13907,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,0,706,996,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,,,,0,0,,,Y,144,0,0,0,0,0,,,,0,7,2008,WD,Normal
1259,L-001259,2008-07-13,1.28,7.79,1.9,No,,31,6.02,101.17,184300,190000,80,RL,59.0,9587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,,,,0,7,2008,WD,Normal
768,L-000768,2008-07-16,1.88,2.76,1.06,Yes,52700.0,41,6.02,101.17,161800,160000,50,RL,75.0,12508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,,,Shed,1300,7,2008,WD,Normal
1255,L-001255,2008-07-17,3.49,4.87,1.36,Yes,68800.0,114,6.02,101.17,168700,165400,60,RL,60.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,,,,0,7,2008,WD,Normal
806,L-000806,2008-07-17,0.91,1.96,1.27,No,,24,6.02,101.17,226800,227680,20,RL,91.0,12274,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,,,,0,7,2008,New,Partial
335,L-000335,2008-07-20,1.66,5.88,2.3,No,,38,6.02,101.17,195200,192000,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,38,0,0,0,0,,,,0,7,2008,WD,Normal
600,L-000600,2008-07-20,2.83,5.78,0.97,No,,48,6.02,101.17,150100,151000,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal
746,L-000746,2008-07-20,,3.96,1.03,Yes,84500.0,107,6.02,101.17,290500,299800,60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,204,0,0,0,0,,,,0,7,2008,WD,Normal
1260,L-001260,2008-07-22,1.54,5.75,0.63,No,,46,6.02,101.17,151200,151000,20,RL,65.0,9750,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,,,,0,7,2008,WD,Normal
924,L-000924,2008-07-22,2.34,5.46,0.42,Yes,76700.0,38,6.02,101.17,198000,193000,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165,GLQ,841,598,1604,GasA,Ex,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,0,69,0,0,0,0,,,,0,7,2008,WD,Normal
1171,L-001171,2008-07-22,2.17,1.96,0.81,No,,64,6.02,101.17,171000,171000,80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,,0,7,2008,WD,Normal
344,L-000344,2008-07-22,0.17,0.81,1.11,No,,25,6.02,101.17,260900,266000,120,RL,63.0,8849,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,1684,GasA,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2005.0,RFn,2,564,TA,TA,Y,495,72,0,0,0,0,,,,0,7,2008,WD,Normal
1169,L-001169,2008-07-23,3.66,5.35,1.51,Yes,72200.0,171,6.02,101.17,236300,235000,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,,,,0,7,2008,WD,Normal
44,L-000044,2008-07-23,1.59,3.89,2.32,Yes,28900.0,17,6.02,101.17,129000,130250,20,RL,,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,,MnPrv,,0,7,2008,WD,Normal
647,L-000647,2008-07-23,1.95,6.71,0.61,No,,18,6.02,101.17,100000,98300,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0,0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2008,WD,Normal
